listing_id,vin,make,model,year,trim,body_type,fuel_type,transmission,mileage,price,condition,location,seller_type,features
108,MWLYANCS6LG789871,Honda,City,2013,Premium,Convertible,CNG,Automatic,171677,1849.0,fair,"Kevinview, PA, US",Dealer,"Backup Camera, Blind Spot Monitor, Fog Lights, Heated Seats, LED Headlights, Parking Sensors, Ventilated Seats"
109,Y2ZS0WKE903K52072,Skoda,Kushaq,2021,LTZ,Sedan,Diesel,Manual,45379,11182.0,good,"Mendonça Alegre, PR, Brazil",Dealer,"Adaptive Cruise Control, Blind Spot Monitor, Panoramic Roof, Wireless Charging"
110,MTEELREK1H2MB6950,BMW,X5,2021,,Hatchback,Petrol,Manual,64489,9532.0,fair,"Wallsland, AB, Canada",Dealer,"Adaptive Cruise Control, Alloy Wheels, Android Auto, Apple CarPlay, Heated Seats, Panoramic Roof, Parking Sensors, Push Button Start, Wireless Charging"
111,00X9Y5HU35CTA6440,Maruti,Wagon R,2024,Titanium,Van,Diesel,Manual,21090,18898.0,excellent,"Coulon, ARA, France",Private Party,"Adaptive Cruise Control, Backup Camera, Blind Spot Monitor, Heated Seats, LED Headlights, Navigation, Ventilated Seats"
112,UK6TE5414WGXC0558,Volkswagen,Tiguan,2021,L,Hatchback,Petrol,Manual,33224,8684.0,good,"East Chad, GA, US",Dealer,"Backup Camera, Fog Lights, LED Headlights, Parking Sensors, Sunroof"
113,ULVY4RV78VX6C8605,Ford,Explorer,2006,Performance,Sedan,Plug-in Hybrid,Manual,192499,1249.0,good,"West William, NB, Canada",Private Party,"Android Auto, Apple CarPlay, Backup Camera, Keyless Entry, Navigation, Push Button Start, Sunroof, Ventilated Seats"
114,AUHLRUKK86PYK4306,Toyota,Camry,2020,LT,Sedan,Petrol,Automatic,57648,9160.0,good,"East London, EC, South Africa",Dealer,"Adaptive Cruise Control, Alloy Wheels, Android Auto, Apple CarPlay, Leather Seats, Panoramic Roof, Parking Sensors, Sunroof"
115,MJN904A18E0AL1405,Ford,Escape,2016,Long Range,Van,Petrol,Manual,132442,4271.0,good,"Duderstadt, BB, Germany",Dealer,"Bluetooth, Heated Seats, Keyless Entry, Push Button Start, Sunroof"
116,GH14Y4JC5ZWZC0506,Kia,Seltos,2017,Trend,Pickup,Diesel,Manual,105279,8245.0,good,"Orai, PB, India",Private Party,"Alloy Wheels, Android Auto, Backup Camera, Heated Seats, LED Headlights, Lane Keep Assist, Leather Seats, Navigation, Panoramic Roof"
117,R436X8LV2G0520831,Toyota,Highlander,2010,Base,Sedan,Electric,Automatic,108146,1279.0,salvage,"Pretoria, NC, South Africa",Dealer,
118,6YVDTSP35SXCP9587,Ford,Explorer,2015,LE,Van,Hybrid,Automatic,255893,2605.0,excellent,"武蔵村山市, Osaka, Japan",Private Party,"Adaptive Cruise Control, Apple CarPlay, Heated Seats, Lane Keep Assist, Panoramic Roof, Wireless Charging"
119,UBFUR8JP6XSLE1448,Chevrolet,Equinox,2012,Performance,SUV,Petrol,Manual,289558,1186.0,salvage,"Jehanabad, KA, India",Dealer,
120,ZLE0T2GM1W72D7956,Kia,Sonet,2014,Titanium,Van,Diesel,Manual,180670,2323.0,like new,"West Dianastad, PA, US",Dealer,"Alloy Wheels, Apple CarPlay, Backup Camera, Bluetooth, Heated Seats"
121,DGNUUJ2A8JF3S6344,Chevrolet,Malibu,2025,LT,Sedan,Hybrid,Automatic,0,13313.0,salvage,"North Steven, MA, US",Private Party,"Backup Camera, Blind Spot Monitor, Keyless Entry, Lane Keep Assist, Navigation, Panoramic Roof, Parking Sensors, Push Button Start"
122,T79AVA9D59CVY7352,Maruti,Dzire,2022,Titanium,Pickup,Diesel,CVT,70474,15875.0,,"Bad Freienwalde, BB, Germany",Dealer,"Alloy Wheels, Blind Spot Monitor, Heated Seats, LED Headlights, Leather Seats, Panoramic Roof, Ventilated Seats"
123,T5B7ZUVD64UM86323,Tesla,Model 3,2012,Limited,Van,Electric,Automatic,122493,3854.0,good,"いすみ市, Okinawa, Japan",Dealer,"Adaptive Cruise Control, Apple CarPlay, Keyless Entry, Parking Sensors, Sunroof"
124,WA45FDK38PR6Z9299,Kia,Sonet,2017,Base,Hatchback,Hybrid,Automatic,77534,3971.0,good,"East Denisefort, MA, US",Dealer,"Adaptive Cruise Control, Alloy Wheels, Apple CarPlay, Blind Spot Monitor, LED Headlights, Parking Sensors, Push Button Start, Ventilated Seats, Wireless Charging"
125,PFY2BFMA5LGHL0692,Volkswagen,Jetta,2012,Touring,Crossover,Diesel,Manual,195653,1313.0,fair,"Brooksview, WA, Australia",Certified Pre-Owned,
126,W10DN3UD6BGFC7727,Skoda,Slavia,2014,LTZ,SUV,Hybrid,Manual,126975,1941.0,fair,"Port Danielborough, AB, Canada",Private Party,"Adaptive Cruise Control, Alloy Wheels, Android Auto, Bluetooth, Navigation, Panoramic Roof, Ventilated Seats"
127,6WEVKRAB39BDM8746,Maruti,Baleno,2021,Touring,Convertible,Diesel,Automatic,32096,10199.0,fair,"Port Bridget, IL, US",Private Party,"Backup Camera, Keyless Entry, Sunroof, Ventilated Seats"
128,PKMSDT5W75LT55792,Audi,Q5,2025,XLE,Crossover,Petrol,Manual,0,40111.0,,"East London, MP, South Africa",Dealer,"Adaptive Cruise Control, Alloy Wheels, Blind Spot Monitor, Fog Lights, Leather Seats, Parking Sensors"
129,0VZDX833XZ6P29463,Chevrolet,Malibu,2019,Touring,Sedan,Petrol,Manual,90354,4990.0,fair,"East Tonyland, BC, Canada",Dealer,"Adaptive Cruise Control, Apple CarPlay, Keyless Entry, Lane Keep Assist, Navigation, Panoramic Roof, Wireless Charging"
130,M4230HZG2810F6769,Toyota,Camry,2018,,Crossover,Petrol,Automatic,85557,6007.0,fair,"Raipur, WB, India",Private Party,"Android Auto, Bluetooth, Heated Seats, Keyless Entry, LED Headlights, Navigation, Panoramic Roof, Parking Sensors, Wireless Charging"
131,GZY6GBAR4UHUP9493,Mahindra,Bolero,2018,Trend,SUV,Electric,Automatic,55369,5949.0,good,"Kimberlyborough, IL, US",Certified Pre-Owned,"Backup Camera, Blind Spot Monitor, LED Headlights, Lane Keep Assist, Push Button Start, Ventilated Seats"
132,CYB9M0YM5SL4S8341,Nissan,Rogue,2018,Long Range,Convertible,Petrol,DCT,88608,6437.0,fair,"Martinview, NT, Australia",Private Party,"Apple CarPlay, Leather Seats, Navigation, Push Button Start, Ventilated Seats"
133,9RDTMCDRXLCNP5434,Audi,A6,2017,Touring,Crossover,Petrol,Automatic,172180,7940.0,excellent,"Bhatpara, RJ, India",Dealer,"Adaptive Cruise Control, Alloy Wheels, Backup Camera, Push Button Start, Sunroof, Ventilated Seats, Wireless Charging"
134,S5JK9FHS69XE62851,Skoda,Kushaq,2017,LE,Convertible,Diesel,CVT,69874,7901.0,excellent,"East James, ACT, Australia",Private Party,"Android Auto, Apple CarPlay, Backup Camera, Bluetooth, Heated Seats, Keyless Entry, LED Headlights, Panoramic Roof, Wireless Charging"
135,BTBA7K2409U1H3436,Maruti,Swift,2009,LE,Coupe,Hybrid,Automatic,197082,1226.0,excellent,"府中市, Kanagawa, Japan",Private Party,"Adaptive Cruise Control, Apple CarPlay, Fog Lights, LED Headlights, Leather Seats, Navigation, Push Button Start, Sunroof"
136,P9MGMF3R0LZ7J2409,Volkswagen,Tiguan,2020,Long Range,SUV,Diesel,Automatic,130387,9358.0,good,"Thane, DL, India",Certified Pre-Owned,
137,PCPRVR0B07DST6780,Maruti,Baleno,2020,XSE,Van,Diesel,CVT,45098,7581.0,good,"Ribeiro de Minas, PA, Brazil",Private Party,"Adaptive Cruise Control, Android Auto, Backup Camera, Heated Seats, Parking Sensors"
138,Z73GWVZH5T8BV7424,Honda,Civic,2018,,Van,Petrol,Manual,159537,5630.0,like new,"小笠原村, Fukuoka, Japan",Private Party,"Blind Spot Monitor, Lane Keep Assist, Panoramic Roof, Push Button Start"
139,668FZTK504FRB5935,Toyota,RAV4,2022,Long Range,Sedan,Petrol,Automatic,40857,13848.0,excellent,"Carolside, WA, Australia",Dealer,"Adaptive Cruise Control, Bluetooth, Panoramic Roof, Parking Sensors, Wireless Charging"
140,H1X0MCNZX6KZA8157,Maruti,Wagon R,2021,LX,Van,Petrol,Automatic,61704,9037.0,excellent,"East Benjamin, SCT, UK",Dealer,"Apple CarPlay, Backup Camera, Blind Spot Monitor, Fog Lights, Lane Keep Assist, Navigation, Panoramic Roof, Sunroof, Ventilated Seats"
141,7BHSC12V7BMAX1377,Tata,Harrier,2025,SE,Convertible,Diesel,Automatic,0,23033.0,fair,"荒川区, Tokyo, Japan",Certified Pre-Owned,"Alloy Wheels, Blind Spot Monitor, Bluetooth, Lane Keep Assist"
142,WMAV515S6PBGN7607,Nissan,Magnite,2012,Performance,Sedan,Diesel,Automatic,114700,1448.0,good,"Pateltown, NIR, UK",Dealer,"Apple CarPlay, Bluetooth, Heated Seats, Leather Seats, Parking Sensors, Push Button Start, Ventilated Seats, Wireless Charging"
143,3842ZX502WB8N4407,Kia,Sorento,2014,,MPV,Electric,CVT,169186,2419.0,good,"Fontaine, GES, France",Dealer,"Android Auto, Backup Camera, Heated Seats, Keyless Entry, Lane Keep Assist, Leather Seats, Navigation, Panoramic Roof"
144,USTER4WC600RC5379,Nissan,Magnite,2018,L,Pickup,Petrol,Automatic,84931,7202.0,fair,"East London, FS, South Africa",Certified Pre-Owned,"Adaptive Cruise Control, Alloy Wheels, Android Auto, Apple CarPlay, Fog Lights, Heated Seats, Leather Seats, Navigation, Wireless Charging"
145,PR8394EK7JY291343,Mahindra,XUV700,2020,Base,Pickup,Petrol,Automatic,41982,9374.0,fair,"New Alyssaland, AZ, US",Private Party,"Android Auto, Keyless Entry, Parking Sensors, Push Button Start"
146,0SXKNJKV2GW4U1666,Mahindra,XUV700,2021,EX,Van,Diesel,Automatic,38027,9466.0,excellent,"Martins, RJ, Brazil",Certified Pre-Owned,"Alloy Wheels, Android Auto, Bluetooth, LED Headlights, Lane Keep Assist, Leather Seats, Push Button Start"
147,40S469N5400FN9187,Skoda,Kushaq,2012,Sport,Convertible,Petrol,Automatic,171493,1875.0,good,"Ianbury, MI, US",Certified Pre-Owned,"Android Auto, Backup Camera, Bluetooth, Leather Seats"
148,W6UDNUX2285Y83675,Kia,Sorento,2021,Touring,Van,CNG,Automatic,63595,13743.0,new,"Durban, MP, South Africa",Private Party,"Alloy Wheels, Android Auto, Backup Camera, Blind Spot Monitor, Bluetooth, Heated Seats, Lane Keep Assist, Panoramic Roof"
149,BYRG3HF8X3TSD6481,Kia,Sonet,2025,LE,Hatchback,Electric,Manual,0,28869.0,excellent,"夷隅郡大多喜町, Aichi, Japan",Private Party,"Apple CarPlay, Backup Camera, Blind Spot Monitor, Fog Lights, Leather Seats, Panoramic Roof, Push Button Start, Ventilated Seats"
150,04T4UBNC62PML3950,Mercedes-Benz,GLA,2023,Long Range,Coupe,Hybrid,Automatic,27643,18768.0,salvage,"Laroche, GES, France",Private Party,"Alloy Wheels, Blind Spot Monitor, Bluetooth, Keyless Entry, Navigation, Wireless Charging"
151,JPA87SE57CEGH2103,Toyota,Camry,2013,XSE,SUV,CNG,Manual,173572,1927.0,good,"da Costa, CE, Brazil",Private Party,"Android Auto, Blind Spot Monitor, Bluetooth, LED Headlights, Ventilated Seats"
152,FJ856JD03V1965517,Maruti,Swift,2024,LX,Van,Petrol,Automatic,10445,17745.0,good,"Lake Allison, NY, US",Private Party,"Bluetooth, Navigation, Push Button Start, Ventilated Seats"
153,EZBD1LZY21NPW0866,Mercedes-Benz,GLC,2012,LE,Hatchback,Electric,Automatic,230719,1860.0,excellent,"Muzaffarpur, KA, India",Private Party,"Adaptive Cruise Control, Backup Camera, Keyless Entry, Lane Keep Assist, Sunroof, Wireless Charging"
154,MY2VWH2TX29LJ4785,Mahindra,XUV700,2013,Touring,Crossover,Petrol,Automatic,175754,1684.0,excellent,"Rastatt, RP, Germany",Dealer,
155,ZLSBEPX00WMPY7231,BMW,X3,2025,Limited,MPV,Petrol,CVT,0,49946.0,excellent,"Timothyport, ACT, Australia",Dealer,"Alloy Wheels, Backup Camera, Blind Spot Monitor, Sunroof"
156,FFP6JBC48S5Y99163,Audi,A6,2023,Base,Crossover,Petrol,Automatic,24350,32848.0,good,"Durban, EC, South Africa",Private Party,"Blind Spot Monitor, Bluetooth, Keyless Entry, Lane Keep Assist, Leather Seats, Push Button Start, Ventilated Seats, Wireless Charging"
157,1GZK43U56XAPX8026,Honda,Civic,2016,Titanium,Crossover,Diesel,Manual,189638,1823.0,salvage,"Kolkata, WB, India",Dealer,"Heated Seats, Lane Keep Assist, Leather Seats, Panoramic Roof"
158,ETD6V8JS5LDWU3640,Honda,Civic,2021,Sport,Pickup,Petrol,Automatic,35664,21632.0,excellent,"Guerra da Mata, PR, Brazil",Certified Pre-Owned,
159,XU7Y70DW43HU22634,Ford,F-150,2012,Base,MPV,Hybrid,Manual,122954,1270.0,fair,"Cape Town, KZN, South Africa",Dealer,"Alloy Wheels, Apple CarPlay, Backup Camera, Bluetooth, Keyless Entry, Leather Seats, Navigation, Parking Sensors, Sunroof"
160,7XJCU0EE491DP1975,Mercedes-Benz,GLC,2009,Titanium,Pickup,CNG,Automatic,148875,2149.0,good,"Durban, WC, South Africa",Private Party,"Apple CarPlay, Fog Lights, Heated Seats, Keyless Entry, Lane Keep Assist, Leather Seats, Navigation, Sunroof"
161,REC9VYXM9L1KB6760,Audi,Q3,2022,Base,Coupe,Petrol,Automatic,38908,29577.0,excellent,"West Rachelport, NC, US",Dealer,"Adaptive Cruise Control, Android Auto, Bluetooth, Heated Seats, Leather Seats, Parking Sensors, Push Button Start, Ventilated Seats, Wireless Charging"
162,647H14YL7RSAL7792,Volkswagen,Taigun,2025,LX,Coupe,Petrol,Manual,0,43463.0,new,"Badalzungen, BB, Germany",Private Party,"Alloy Wheels, Heated Seats, LED Headlights, Navigation, Panoramic Roof, Sunroof"
163,4CT7AWSVXTMWA1855,Volkswagen,Taigun,2016,L,SUV,Electric,Manual,56537,5106.0,fair,"Lake Phillipville, ENG, UK",Certified Pre-Owned,"Alloy Wheels, Backup Camera, Bluetooth, Parking Sensors, Push Button Start, Wireless Charging"
164,U7R6UKUU8K1V29009,Chevrolet,Trax,2013,Touring,Coupe,Petrol,Automatic,190771,1919.0,good,"East Ryanview, WLS, UK",Dealer,"Android Auto, Fog Lights, Keyless Entry, Lane Keep Assist, Leather Seats, Navigation, Parking Sensors, Push Button Start"
165,NRUH8XB14E4XM5483,Volkswagen,Taigun,2020,LE,Coupe,Petrol,Automatic,55806,11423.0,good,"Candaceport, OH, US",Dealer,"Adaptive Cruise Control, Alloy Wheels, LED Headlights, Wireless Charging"
166,RMJGKD4T0K1RL6056,Nissan,Sentra,2013,LTZ,SUV,Petrol,Automatic,185914,1907.0,fair,"長生郡長南町, Fukuoka, Japan",Dealer,"Alloy Wheels, Backup Camera, Bluetooth, Heated Seats, Lane Keep Assist, Navigation, Parking Sensors, Sunroof"
167,LBADGRME0VS3H8493,Chevrolet,Malibu,2007,Sport,Pickup,Petrol,CVT,246666,1306.0,good,"Lambertdan, BFC, France",Private Party,"Adaptive Cruise Control, Android Auto, Backup Camera, Fog Lights, Leather Seats, Navigation, Parking Sensors, Push Button Start, Ventilated Seats"
168,W962WAKD3YP8E7280,Hyundai,Tucson,2015,Limited,Sedan,Diesel,AMT,221741,1856.0,good,"Chennai, KL, India",Dealer,"Backup Camera, Bluetooth, Heated Seats, Keyless Entry, LED Headlights, Parking Sensors, Sunroof, Ventilated Seats"
169,Y3CYGU7C3P5769851,Maruti,Baleno,2014,XLE,Sedan,Diesel,Automatic,141924,1278.0,good,"Johannesburg, MP, South Africa",Dealer,"Blind Spot Monitor, Bluetooth, Fog Lights, Heated Seats, Leather Seats"
170,DCYVD3C52FNW55515,Volkswagen,Tiguan,2023,,Van,Petrol,Automatic,38297,10007.0,salvage,"横浜市磯子区, Okinawa, Japan",Dealer,"Bluetooth, Heated Seats, Leather Seats, Navigation, Parking Sensors, Push Button Start, Sunroof"
171,P5X1RC26733LJ9014,Honda,CR-V,2014,LX,SUV,Petrol,Manual,174984,2657.0,excellent,"West Wayne, WLS, UK",Dealer,"Adaptive Cruise Control, Alloy Wheels, Apple CarPlay, Backup Camera, Heated Seats, Navigation, Parking Sensors"
172,063FEL447W7WX1713,Skoda,Octavia,2020,Sport,Sedan,Petrol,Manual,53091,9721.0,like new,"Durban, EC, South Africa",Dealer,"Alloy Wheels, Backup Camera, Bluetooth, Keyless Entry, Lane Keep Assist, Leather Seats, Panoramic Roof, Parking Sensors, Push Button Start"
173,B7403MRG7EY7G9099,Hyundai,Sonata,2014,LE,Sedan,Petrol,CVT,178468,1623.0,good,"Matthewberg, CO, US",Private Party,"Fog Lights, Keyless Entry, LED Headlights, Parking Sensors, Sunroof"
174,TE9PD84H41T1P5468,Tesla,Model 3,2021,Long Range,Convertible,Electric,CVT,61933,33439.0,good,"Indore, HR, India",Private Party,"Adaptive Cruise Control, Apple CarPlay, Blind Spot Monitor, Keyless Entry, Lane Keep Assist, Navigation, Sunroof, Wireless Charging"
175,6DHCY3JM4CT0C0182,Mercedes-Benz,GLC,2017,,MPV,Hybrid,Automatic,128292,5536.0,like new,"South Stefanieside, TAS, Australia",Private Party,"Alloy Wheels, Android Auto, Keyless Entry, Wireless Charging"
176,N31Z2Y8X1E6L04577,Chevrolet,Trax,2019,EX,Convertible,Petrol,Automatic,47349,11757.0,good,"New Sarah, MB, Canada",Dealer,"Android Auto, Fog Lights, Keyless Entry, Lane Keep Assist, Navigation, Panoramic Roof, Parking Sensors, Sunroof, Wireless Charging"
177,458EKK999SKKN1168,Ford,Escape,2017,EX,Pickup,Electric,CVT,60261,9812.0,excellent,"East Christian, NC, US",Private Party,"Adaptive Cruise Control, Android Auto, Apple CarPlay, Backup Camera, Heated Seats, Navigation, Panoramic Roof, Push Button Start"
178,WBFAL1DZ858991359,Tesla,Model 3,2024,,Van,Electric,Automatic,5714,25051.0,salvage,"Port Scott, PA, US",Certified Pre-Owned,"Blind Spot Monitor, Bluetooth, Heated Seats, Keyless Entry, LED Headlights, Leather Seats, Ventilated Seats"
179,URBXSBW94TKSK6232,Tata,Nexon,2013,Touring,Pickup,Petrol,DCT,103679,2296.0,good,"Trevormouth, IL, US",Dealer,"Backup Camera, Bluetooth, Heated Seats, Navigation"
180,C7ENXZW179GBR6365,Mahindra,Scorpio,2016,,MPV,Diesel,AMT,158484,1999.0,fair,"Freising, TH, Germany",Dealer,"Adaptive Cruise Control, Alloy Wheels, Android Auto, Backup Camera, Fog Lights, Keyless Entry, Lane Keep Assist, Panoramic Roof, Parking Sensors"
181,WJ8UCH6G3JBEK6443,Mahindra,XUV700,2014,,SUV,Electric,Automatic,76682,3272.0,excellent,"Pretoria, NC, South Africa",Dealer,"Apple CarPlay, Backup Camera, Heated Seats, Leather Seats, Parking Sensors, Ventilated Seats, Wireless Charging"
182,1PA4RCG16A7614012,Mercedes-Benz,GLA,2015,L,Convertible,Petrol,CVT,250007,4657.0,good,"Sagar, MH, India",Private Party,"Alloy Wheels, Apple CarPlay, Bluetooth, Keyless Entry, LED Headlights, Lane Keep Assist, Panoramic Roof, Ventilated Seats"
183,HTMUX7LM4X65Z6555,Tata,Altroz,2015,LT,MPV,Petrol,Automatic,129094,2648.0,good,"Dhanbad, GJ, India",Dealer,"Bluetooth, Fog Lights, LED Headlights, Navigation, Parking Sensors"
184,C35834H5XRSGZ8350,Maruti,Dzire,2024,XLE,SUV,Petrol,Automatic,14597,20556.0,good,"Bethanstad, SCT, UK",Private Party,"Alloy Wheels, Android Auto, Backup Camera, Heated Seats, Lane Keep Assist, Leather Seats, Parking Sensors, Wireless Charging"
185,KBG7Z5JY50UD09670,Hyundai,Sonata,2021,Trend,Van,Hybrid,Manual,88141,12681.0,like new,"Chapra, KA, India",Dealer,"Heated Seats, Keyless Entry, LED Headlights, Lane Keep Assist, Leather Seats, Parking Sensors, Sunroof"
186,8F45KAKB7U7833599,Honda,Amaze,2012,LT,Coupe,Hybrid,CVT,286578,1639.0,good,"新島村, Aichi, Japan",Dealer,"Adaptive Cruise Control, Heated Seats, LED Headlights, Navigation"
187,8BDCJYVA8B24X3196,Skoda,Slavia,2023,Sport,Coupe,Hybrid,Manual,23851,22280.0,good,"Lake David, SA, Australia",Dealer,"Apple CarPlay, Fog Lights, Navigation, Panoramic Roof, Push Button Start"
188,H9E8JJPC3X29N7411,Audi,A6,2016,Touring,Crossover,Diesel,Manual,137975,2357.0,salvage,"Oliverbury, ENG, UK",Dealer,"Backup Camera, Heated Seats, Leather Seats, Navigation, Parking Sensors, Sunroof, Ventilated Seats, Wireless Charging"
189,UENPMFUU9U5TB9842,Mahindra,Bolero,2014,LTZ,Coupe,Diesel,Manual,105064,2051.0,good,"Cape Town, WC, South Africa",Private Party,"Apple CarPlay, Bluetooth, LED Headlights, Lane Keep Assist, Panoramic Roof"
190,URR1W40T1F4VZ3402,Toyota,RAV4,2018,Sport,Coupe,Petrol,Automatic,73555,8230.0,like new,"East Williamland, QLD, Australia",Dealer,"Alloy Wheels, Android Auto, Blind Spot Monitor, Heated Seats, Leather Seats, Navigation, Panoramic Roof, Wireless Charging"
191,WHM7WZB00YFYE7959,Hyundai,Sonata,2014,XLE,Van,Diesel,Manual,99420,2991.0,good,"Michaelstad, VIC, Australia",Private Party,"Bluetooth, Leather Seats, Navigation, Sunroof"
192,EME4RLXH68NGJ1289,Mercedes-Benz,GLC,2021,Sport,Crossover,Diesel,Automatic,71462,21678.0,good,"Panipat, RJ, India",Dealer,
193,B071EEFY7U1Y46369,Skoda,Slavia,2020,SE,Hatchback,Petrol,CVT,92417,6778.0,good,"GodardVille, CVL, France",Private Party,"Backup Camera, Navigation, Push Button Start, Wireless Charging"
194,GHHFZV7G12FSV8196,Tesla,Model 3,2021,Sport,Coupe,Hybrid,Automatic,101760,20309.0,excellent,"Herzberg, MV, Germany",Dealer,"Adaptive Cruise Control, Lane Keep Assist, Leather Seats, Navigation, Wireless Charging"
195,LK04GEMY0ZLDK5498,Tata,Altroz,2015,Platinum,SUV,Petrol,Automatic,76287,1907.0,salvage,"Santos de Santos, MG, Brazil",Private Party,"Adaptive Cruise Control, Bluetooth, Lane Keep Assist, Navigation, Wireless Charging"
196,RZVR2SJE56EUH7195,Maruti,Baleno,2019,EX,Crossover,Petrol,Automatic,116252,5202.0,good,"Fürstenwalde, MV, Germany",Dealer,"Adaptive Cruise Control, Alloy Wheels, Android Auto, Apple CarPlay, Leather Seats, Panoramic Roof, Sunroof"
197,1YDNK49Z26MAD4335,Nissan,Altima,2023,,Sedan,Petrol,Automatic,44071,17786.0,excellent,"Raipur, KA, India",Dealer,
198,G0RSLS0Y1KSWF5643,Chevrolet,Equinox,2012,,Crossover,Electric,Automatic,157897,1538.0,good,"Port Marystad, MI, US",Dealer,"Apple CarPlay, Backup Camera, Blind Spot Monitor, Fog Lights, Heated Seats, Keyless Entry, Push Button Start, Wireless Charging"
199,YPUFHW192V6T02707,Ford,F-150,2018,SE,Hatchback,Petrol,Manual,75526,3710.0,fair,"New Danielport, QLD, Australia",Certified Pre-Owned,"Alloy Wheels, Apple CarPlay, Blind Spot Monitor, Heated Seats, Lane Keep Assist"
200,07NKHF241W4F51897,Ford,Escape,2023,LTZ,Van,Petrol,Automatic,29273,11001.0,salvage,"Wernerstad, GA, US",Certified Pre-Owned,"Alloy Wheels, Android Auto, Backup Camera, Blind Spot Monitor, Ventilated Seats"
201,BKWMF0SB3RJFW0683,Honda,CR-V,2018,Sport,SUV,Petrol,DCT,70436,8358.0,good,"Jessicachester, NS, Canada",Private Party,"Adaptive Cruise Control, Blind Spot Monitor, Heated Seats, LED Headlights, Navigation, Panoramic Roof, Parking Sensors, Push Button Start"
202,GWKF8ZH145R5C1563,Mercedes-Benz,GLA,2024,LT,Crossover,Hybrid,Automatic,20572,46633.0,like new,"武蔵野市, Hokkaido, Japan",Private Party,"Android Auto, Apple CarPlay, Keyless Entry, Lane Keep Assist, Panoramic Roof, Parking Sensors, Push Button Start, Sunroof"
203,S07LUPDV234G43406,Mercedes-Benz,GLA,2013,,Convertible,Diesel,Automatic,154066,2758.0,salvage,"Erbisdorf, NW, Germany",Certified Pre-Owned,"Alloy Wheels, Blind Spot Monitor, Heated Seats, Keyless Entry, Lane Keep Assist, Leather Seats, Parking Sensors, Ventilated Seats"
